121.4878995,31.24916171
100.0926129,23.8878061
100.2296284,26.87535109
99.17799561,25.1204892
100.2236748,25.59689964
98.58943429,24.44123966
98.85993204,25.86067698
104.2462943,23.37408685
102.7146011,25.0491531
103.7250207,27.34063296
100.9800577,22.78877778
103.7825389,25.52075814
101.5293822,25.06635567
102.5450679,24.37044713
103.3840648,23.36771752
100.8030383,22.009433
99.7136816,27.83102946
113.1128464,41.02236295
106.8319991,39.68317701
122.0481665,46.08375707
109.8462385,40.64711943
119.7608218,49.20163605
111.6603505,40.82831887
107.4238067,40.7691799
118.9307612,42.29711232
122.2603633,43.63375607
109.9937063,39.81648956
116.0273397,43.93970484
105.6956829,38.84307526
116.395645,39.92998578
119.3376341,26.09119371
114.1304744,22.37483293
121.3605259,38.96584479
114.2467013,22.72886572
111.5909528,21.94648225
126.564544,43.87198833
124.3913821,43.1755247
129.485902,42.8964136
124.8329945,45.13604897
122.8407767,45.62108628
126.4357977,41.9458594
125.1336861,42.92330262
125.9426501,41.73639713
125.3136424,43.89833761
103.7608242,29.60095761
105.073056,29.59946153
102.2595908,27.8923929
106.105554,30.80096517
104.6330191,28.7696748
106.7579158,31.86918916
105.8196869,32.44104016
106.6357203,30.46398389
104.4023978,31.13113965
104.0679235,30.67994285
101.7224232,26.58757126
105.4439703,28.8959298
101.9692321,30.05514411
103.8414296,30.06111508
104.705519,31.50470126
104.7760713,29.35915689
104.6359303,30.13219143
107.4949734,31.21419886
105.5648878,30.55749135
102.2285647,31.90576286
103.0093565,29.99971634
117.2108131,39.1439299
105.1967542,37.52112419
106.2082542,37.993561
106.285268,36.02152348
106.3793372,39.02022328
106.2064786,38.50262101
115.7879282,33.87121057
116.5052527,31.75555836
117.2826991,31.86694226
117.0587388,30.53789782
118.7520963,30.95164235
116.9886924,33.63677239
117.4944768,30.66001925
116.7914474,33.96002331
117.0186389,32.64281182
118.3245704,32.3173506
118.3841084,31.36601979
117.3570799,32.92949891
117.8194287,30.94092969
115.8209323,32.90121133
118.5158818,31.68852816
118.2935696,29.73443486
118.5839263,37.48712116
118.3407682,35.07240907
122.0939584,37.52878708
116.3281614,37.46082593
119.5071799,35.42022519
117.2793054,34.80788308
117.0894149,36.18807776
117.0249671,36.68278473
116.6007976,35.40212166
118.0591343,36.80468485
117.9682924,37.40531394
119.1426338,36.71611487
121.309555,37.53656156
115.9868691,36.45582851
117.6846669,36.23365413
115.4633598,35.2624405
120.3844282,36.1052149
111.5387876,36.09974544
111.1431566,37.5273161
113.2905087,40.1137445
