80678357911470081,5043380120698880
80678379386306561,5043381462876160
80679113825714177,5043427365347328
80679135300550657,5043428707524608
80679152480419841,5043429781266432
80680874762305537,5043537423892480
80680896237142017,5043538766077952
80682214792101889,5043621175754752
80683773881942019,5043718617841665
80683778170814465,5043718886277120
80683778355757059,5043718886277121
80683778164719621,5043718886277122
80683786766516225,5043719423148032
80683791057485825,5043719691583488
80683816827289601,5043721302196224
80683821128679425,5043721570631680
80683846892060673,5043723181244416
80683889841733633,5043725865598976
80683924201472001,5043728013082624
80683958561210369,5043730160566272
80683984331014145,5043731771179008
80684014395785217,5043733650235392
80684048755523585,5043735797710848
80684078820294657,5043737676759040
80684113180033025,5043739824250880
80684147539771393,5043741971726336
80684177604542465,5043743850782720
80684216259248129,5043746266693632
80684254913953793,5043748682620928
80684289273692161,5043750561660928
80684319338463233,5043752709144576
80684349403234305,5043754588192768
80684388057939969,5043757004111872
80684413827743745,5043758614724608
80684435302580225,5043759956901888
80684461072384001,5043761567514624
80684482547220481,5043762909700096
80684499850887169,5043763983433728
80684504009801729,5043764251869184
80684504145920002,5043764251869185
80684512735723521,5043764788748288
80684516906958849,5043765057175552
80684521326182401,5043765325619200
80684521189605378,5043765325619201
80684521189867523,5043765325611008
80684525621018625,5043765594054656
80684525486538754,5043765594046464
80684529779998722,5043765862490112
80684538369540100,5043766399352833
80684538505592834,5043766399352832
80684551256801281,5043767204659200
80684555687493633,5043767473094656
80684559844311041,5043767741530112
80684564139474947,5043768009965570
80684564151599105,5043768009965568
80684564139737092,5043768009965571
80684568434507777,5043768278401025
80684568436211715,5043768278409216
80684568570691589,5043768278409218
80684568570757122,5043768278401024
80684568572854276,5043768278409217
80684572867428354,5043768546836481
80684581457559553,5043769083715584
80684589909147650,5043769352151040
80684590045200385,5043769620578304
80684602796408833,5043770425884672
80684602800013314,5043770425892864
80684607225331713,5043770694328320
80684607225200643,5043770694320129
80684611520364548,5043770962763778
80684619986173953,5043771499626496
80684624269279234,5043771768070144
80684637294100481,5043772573376512
